,Name,Search_name,Exclude_entries
5290,Garbanzos Falafel & Hummus Bar,garbanzos falafel & hummus bar,
5291,Satay Street,satay street,
5292,Vegan-Döner,vegan-döner,
5293,Dishoom Catering - 2 DAYS ADVANCE ORDER ONLY,dishoom catering - 2 days advance order only,
5294,Vegan Kitchen,vegan kitchen,
5295,Baked,baked,
5296,Skewd Kitchen,skewd kitchen,
5297,Rice and Spice,rice and spice,
5298,Bake Station,bake station,
5299,Rice and Spices,rice and spices,
5300,Rice n Spice,rice n spice,
5301,Gelateria 3Bis,gelateria 3bis,
5302,Vegan Life,vegan life,
5303,Aasim Indian Restaurant,aasim indian restaurant,
5304,Manchester Grill,manchester grill,
5305,Bakchich,bakchich,
5306,Baja Mexican,baja mexican,
5307,McCoys,mccoys,
5308,Rice n' Spice,rice n' spice,
5309,Manao Thai,manao thai,
5310,Vegan Masala,vegan masala,
5311,Express Kebab and Pizza,express kebab and pizza,
5312,Aagrah Restaurant,aagrah restaurant,
5313,Lebanese Kitchen,lebanese kitchen,
5314,Saray Turkish Grill House,saray turkish grill house,
5315,Lebaneat Express,lebaneat express,
5316,Vegan Deluxe,vegan deluxe,
5317,Mandarin Chinese Takeaway,mandarin chinese takeaway,
5318,Lebaneats,lebaneats,
5319,Mandarin Chef,mandarin chef,
5320,Vegan Diner,vegan diner,
5321,Lebanese Bites,lebanese bites,
5322,Skippers of Euxton,skippers of euxton,
5323,Lebanese Express,lebanese express,
5324,Gelato Moments,gelato moments,
5325,Rice Wave,rice wave,
5326,Baker St Cakes,baker st cakes,
5327,Express Minimart,express minimart,
5328,Saray Restaurant,saray restaurant,
5329,Dim Sum Express,dim sum express,
5330,Express Grill & Pizza,express grill & pizza,
5331,SizzlingPod,sizzlingpod,
5332,Diners Delight Cafe,diners delight cafe,
5333,Vegan Wok,vegan wok,
5334,Leeds Curry House,leeds curry house,
5335,Zagros,zagros,
5336,Gaywood Pizza House,gaywood pizza house,
5337,Morning Birds,morning birds,
5338,Bagelicious,bagelicious,
5339,Dine Bangla,dine bangla,
5340,Bagel with Shake,bagel with shake,
5341,Bagel and Wrap,bagel and wrap,
5342,Bailey's Kitchen,bailey's kitchen,
5343,Zafran Takeaway,zafran takeaway,
5344,Bagel and Shake,bagel and shake,
5345,Vegan Wok & Go,vegan wok & go,
5346,Dine at Home,dine at home,
5347,Leek Convenience Store,leek convenience store,
5348,Zafran,zafran,
5349,Bagel Shack,bagel shack,
5350,Lee's Kitchen,lee's kitchen,
5351,Gazebos,gazebos,
5352,Lee's Fish & Chips,lee's fish & chips,
5353,Gazette,gazette,
5354,Vegan Noms,vegan noms,
5355,RiceBox!,ricebox!,
5356,Zaika Grill,zaika grill,
5357,Lebanos,lebanos,
5358,Dimsum Delights,dimsum delights,
5359,Abaseen,abaseen,
5360,Express Food & Wine,express food & wine,
5361,Man Vs Food,man vs food,
5362,Zaika,zaika,
5363,Abbey Fish Bar,abbey fish bar,
5364,Vegan Seeds Of India,vegan seeds of india,
5365,Lee Garden Oriental Express,lee garden oriental express,
5366,Abbey Fisheries,abbey fisheries,
5367,Bagos Pizza,bagos pizza,
5368,Express Chicken & Pizza,express chicken & pizza,
5369,Venice Fast Food,venice fast food,
5370,District,district,
5371,YouVegan,youvegan,
5372,BJ's Pizza,bj's pizza,
5373,Yum Yum Chinese,yum yum chinese,
5374,Simply Greek,simply greek,
5375,Yum Yum Chicken,yum yum chicken,
5376,Diyarbakir Kitchen,diyarbakir kitchen,
5377,Fish R Us,fish r us,
5378,Viet Quan,viet quan,
5379,Yum Yum Caribbean Cuisine,yum yum caribbean cuisine,
5380,BITE Burger,bite burger,
5381,Essex Grill,essex grill,
5382,Saffron Cafe,saffron cafe,
5383,Yum Sing,yum sing,
5384,Fish X Chips,fish x chips,
5385,Essex Pizza,essex pizza,
5386,Lilo's,lilo's,
5387,BIM's,bim's,
5388,Yum Burger,yum burger,
5389,Monsoon Indian Cuisine,monsoon indian cuisine,
5390,BLT - Falmouth,blt - falmouth,
5391,Monsoon Indian Restaurant,monsoon indian restaurant,
5392,Likya,likya,
5393,Adams Pizza,adams pizza,
5394,Dixy Chicken and Pizza,dixy chicken and pizza,
5395,Yumchi,yumchi,
5396,Adana,adana,
5397,Lifestyle express,lifestyle express,
5398,Light of Asia,light of asia,
5399,Light of India,light of india,
5400,Lighthouse Fish Bar,lighthouse fish bar,
5401,Saffron Indian Kitchen,saffron indian kitchen,
5402,Galata Pera,galata pera,
5403,Yumas,yumas,
5404,Galata Kebab House,galata kebab house,
5405,Monster Burgerz,monster burgerz,
5406,Dixyland Chicken & Ribs,dixyland chicken & ribs,
5407,Saffron Indian,saffron indian,
5408,Fish and Chips,fish and chips,
5409,Fish and Tipple,fish and tipple,
5410,Adams Fish Bar,adams fish bar,
5411,Malai Thai Takeaway,malai thai takeaway,
5412,Scoozi Pizza & Pasta,scoozi pizza & pasta,
5413,Mondo Pizza,mondo pizza,
5414,Sacro Cuore,sacro cuore,
5415,Simla Indian Takeaway,simla indian takeaway,
5416,Village Fisheries,village fisheries,
5417,BBQ Istanbul,bbq istanbul,
5418,Simla Indian Restaurant,simla indian restaurant,
5419,Afishionados,afishionados,
5420,Doboy Donuts,doboy donuts,
5421,Riverside Fish Bar,riverside fish bar,
5422,Village Indian Dining,village indian dining,
5423,Esquires,esquires,
5424,Dog n Bun,dog n bun,
5425,BBQ Boss,bbq boss,
5426,Malabar Dum,malabar dum,
5427,Espresso Pizza,espresso pizza,
5428,Mondo Pizza and Grill,mondo pizza and grill,
5429,Affogato,affogato,
5430,Youzu Sushi,youzu sushi,
5431,Village Chicken,village chicken,
5432,BGirl’s Kitchen,bgirl’s kitchen,
5433,Gabriels Pizza,gabriels pizza,
5434,Essex Chef,essex chef,
5435,River Queen,river queen,
5436,BFC,bfc,
5437,BEYRoots Lebanese Street Food,beyroots lebanese street food,
5438,Lime,lime,
5439,Doctor Saucy,doctor saucy,
5440,Monk Restaurant,monk restaurant,
5441,Village Balti House,village balti house,
5442,Riverside,riverside,
5443,Lime N Chilli,lime n chilli,
5444,Monga Fried Chicken 艋舺雞排,monga fried chicken 艋舺雞排,
5445,Lime Squeezy – Thai Kitchen,lime squeezy – thai kitchen,
5446,Riverside Cafe,riverside cafe,
5447,Adams Fish and Chips,adams fish and chips,
5448,Ethos,ethos,
5449,Rino's,rino's,
5450,BURGER.inc,burger.inc,
5451,Singapore Orchid,singapore orchid,
5452,Verona Pizza,verona pizza,
5453,Verona Restaurant,verona restaurant,
5454,Dixce Mix,dixce mix,
5455,Singapore Garden,singapore garden,
5456,Veronas Pizza,veronas pizza,
5457,Gandhi Indian Restaurant,gandhi indian restaurant,
5458,Lewis's,lewis's,
5459,Leytonstone Spice,leytonstone spice,
5460,Mama's Peri Peri,mama's peri peri,
5461,Euxton Deli,euxton deli,
5462,Mood Cafe,mood cafe,
5463,Dixie Chicken,dixie chicken,
5464,BUK,buk,
5465,Fish & Shish,fish & shish,
5466,Rio's Pizza,rio's pizza,
5467,Gandhi Tandoori,gandhi tandoori,
5468,Levant Lebanese Restaurant,levant lebanese restaurant,
5469,Baadshah Restaurant Drinks,baadshah restaurant drinks,
5470,Singh's Indian Street Food,singh's indian street food,
5471,Yummy Open Kitchen,yummy open kitchen,
5472,Sinple Treats,sinple treats,
5473,Let's Sushi,let's sushi,
5474,Divan,divan,
5475,Acai Mana,acai mana,
5476,Mama's Pot,mama's pot,
5477,Leto Burger,leto burger,
5478,Ganges,ganges,
5479,Ace Chicken,ace chicken,
5480,Yummy Kebab,yummy kebab,
5481,Moonlight Indian,moonlight indian,
5482,Yummy Hut,yummy hut,
5483,Ganesha,ganesha,
5484,Rio Sampa Pizzaria,rio sampa pizzaria,
5485,Yummy Grill,yummy grill,
5486,Vetomeato,vetomeato,
5487,Dixons Milk Ices,dixons milk ices,
5488,Montpellier Ave Chicken Shack,montpellier ave chicken shack,
5489,Adam's Pizza & Grill,adam's pizza & grill,
5490,Simpsons Pizza,simpsons pizza,
5491,Sayurit Sushi,sayurit sushi,
5492,Moo,moo,
5493,Liberation Cocktails,liberation cocktails,
5494,Montys,montys,
5495,BP Garage,bp garage,
5496,Mama Pho,mama pho,
5497,Adam's Pizzeria,adam's pizzeria,
5498,Dixterz Peri Peri,dixterz peri peri,
5499,Saffron Kitchen,saffron kitchen,
5500,Lick'n Chick'n,lick'n chick'n,
5501,Simply Wafflez,simply wafflez,
5502,Yumm! Desserts,yumm! desserts,
5503,Etles Uyghur Restaurant,etles uyghur restaurant,
5504,Galaxy Pizza,galaxy pizza,
5505,Adams Burgers,adams burgers,
5506,Acton Charcoal Grill,acton charcoal grill,
5507,Eureka Cafe,eureka cafe,
5508,Liang Ji Wraps,liang ji wraps,
5509,Risca Services,risca services,
5510,Euro Pizza,euro pizza,
5511,Dixy,dixy,
5512,Vibe Juice Bar,vibe juice bar,
5513,BRRGRR CO Desserts,brrgrr co desserts,
5514,BRRGRR & Wings,brrgrr & wings,
5515,Euro Foods,euro foods,
5516,Dixy Chicken & Pizza,dixy chicken & pizza,
5517,BRKFST CO,brkfst co,
5518,Sin City Desserts,sin city desserts,
5519,MooBoo Bubble Tea,mooboo bubble tea,
5520,BRGR LAB,brgr lab,
5521,Saffron Summer,saffron summer,
5522,Yummies Pizzas,yummies pizzas,
5523,Yummies Pizza & Kebab House,yummies pizza & kebab house,
5524,Acropolis Street Food,acropolis street food,
5525,Shobhas,shobhas,
5526,Dosa Village,dosa village,
5527,Alcohol London,alcohol london,
5528,Eat Greek,eat greek,
5529,Lucky House Chinese,lucky house chinese,
5530,Dutch Fishmen,dutch fishmen,
5531,Mediterranean BBQ,mediterranean bbq,
5532,White Hart,white hart,
5533,Wiwo Noodle Bar,wiwo noodle bar,
5534,Wiwo,wiwo,
5535,Lucky Fish Sushi,lucky fish sushi,
5536,Mediterranean Fish Bar,mediterranean fish bar,
5537,Francesco's Sourdough Pizza,francesco's sourdough pizza,
5538,Mediterranean Healthy Bowls,mediterranean healthy bowls,
5539,Shandaar Sweets & Ice Cream Bar,shandaar sweets & ice cream bar,
5540,Lucky City,lucky city,
5541,Meze Restaurant,meze restaurant,
5542,White House Express,white house express,
5543,Lucky Chip,lucky chip,
5544,White Mulberries,white mulberries,
5545,Lucky Inn Pizza,lucky inn pizza,
5546,Meditalia,meditalia,
5547,Lucky Lantern,lucky lantern,
5548,Rounds,rounds,
5549,Which Wich Superior Sandwiches - Platters,which wich superior sandwiches - platters,
5550,Arirang Restaurant,arirang restaurant,
5551,Lucky Star Chinese,lucky star chinese,
5552,Wok Brothers,wok brothers,
5553,Wok Box,wok box,
5554,Wok 4 Go Sponsored by Wokwow,wok 4 go sponsored by wokwow,
5555,Rouhi Persian Cuisine,rouhi persian cuisine,
5556,Lucky Rainbow,lucky rainbow,
5557,Eat Rite Caribbean,eat rite caribbean,
5558,Amid Palace,amid palace,
5559,Durty Gurt Burgers,durty gurt burgers,
5560,Round2 Desserts,round2 desserts,
5561,Amigo's,amigo's,
5562,Argee Bhajee,argee bhajee,
5563,Wok & Grill,wok & grill,
5564,White Pine,white pine,
5565,Archway Cafe,archway cafe,
5566,Which Wich Superior Sandwiches,which wich superior sandwiches,
5567,Royal Balti,royal balti,
5568,Shanghai Chef,shanghai chef,
5569,Amore & Sapore Pizzeria And Restaurant,amore & sapore pizzeria and restaurant,
5570,Food and Wine Express,food and wine express,
5571,Wingstack,wingstack,
5572,WingsBox,wingsbox,
5573,Amore Pizzeria,amore pizzeria,
5574,Royal Alcohol Delivery,royal alcohol delivery,
5575,Wings of New York,wings of new york,
5576,Rovers Return,rovers return,
5577,Mexi Bean,mexi bean,
5578,Royale Pizza & Burger,royale pizza & burger,
5579,Four Seasons 文興酒家,four seasons 文興酒家,
5580,Amorino,amorino,
5581,Meera's Xpress,meera's xpress,
5582,Wings and Waffle,wings and waffle,
5583,Wings and Tings,wings and tings,
5584,Mexican Burrito,mexican burrito,
5585,Food and Wine,food and wine,
5586,Amor Desserts,amor desserts,
5587,Whody,whody,
5588,Eat Activ,eat activ,
5589,Winner Winner - Chicken Dinner,winner winner - chicken dinner,
5590,Winner Winner,winner winner,
5591,Mexita Pizza,mexita pizza,
5592,Rowdy Vegan,rowdy vegan,
5593,Shang Hai,shang hai,
5594,Medo Cafe,medo cafe,
5595,Dynasty,dynasty,
5596,Lucky 8,lucky 8,
5597,Amo La Pasta,amo la pasta,
5598,Mexicano,mexicano,
5599,Mexican Taco,mexican taco,
5600,Shangai Crunch,shangai crunch,
5601,Mexican Now,mexican now,
5602,Easy Tiger,easy tiger,
5603,Lucky Star Chinese Takeaway,lucky star chinese takeaway,
5604,Ariyadh Restaurant,ariyadh restaurant,
5605,Royal Bengal Indian Takeaway,royal bengal indian takeaway,
5606,American Hot Dogs,american hot dogs,
5607,Luigis,luigis,
5608,Ruby Chinese Takeaway,ruby chinese takeaway,
5609,Luigi's Pizzeria,luigi's pizzeria,
5610,Wok Wala Street Kitchen,wok wala street kitchen,
5611,Frankie's Chicken & Pizza,frankie's chicken & pizza,
5612,Frankie's,frankie's,
5613,Mian Gee’s Desserts,mian gee’s desserts,
5614,Mian Gee's Steak House,mian gee's steak house,
5615,Ben & Jerry Store,ben & jerry store,
5616,Aroma Lounge,aroma lounge,
5617,Luigi's Pizza,luigi's pizza,
5618,Aroma Kitchen,aroma kitchen,
5619,Mian Gee's Pizzas,mian gee's pizzas,
5620,American Pizza House,american pizza house,
5621,Mian Gee's Grill,mian gee's grill,
5622,Miami Spice,miami spice,
5623,Shalimar Takeaway,shalimar takeaway,
5624,Aroma Shawerma,aroma shawerma,
5625,Duman Doner,duman doner,
5626,Rotana,rotana,
5627,American Burger Co,american burger co,
5628,Dulais Pizza,dulais pizza,
5629,Frankies Cafe and Restaurant,frankies cafe and restaurant,
5630,Ruby House Chinese Takeaway,ruby house chinese takeaway,
5631,Westmount Cafe,westmount cafe,
5632,Westmount Kebab,westmount kebab,
5633,Ruby House,ruby house,
5634,EatKatsu,eatkatsu,
5635,EatFan,eatfan,
5636,American Candy Shop,american candy shop,
5637,EatBox,eatbox,
5638,Frankie's hot dog,frankie's hot dog,
5639,Wok n Roll,wok n roll,
5640,Aromas Tandoori Restaurant,aromas tandoori restaurant,
5641,Dum Dum Donutterie,dum dum donutterie,
5642,Frankie Fish & Chips,frankie fish & chips,
5643,Weymouth Kebab House,weymouth kebab house,
5644,Lucky Tea Bubble Tea & Fruit Smoothie 小确茶,lucky tea bubble tea & fruit smoothie 小确茶,
5645,Roti King,roti king,
5646,Roti House,roti house,
5647,Franguitos,franguitos,
5648,American Treats 24/7,american treats 24/7,
5649,Roti Joupa,roti joupa,
5650,Roti Junction,roti junction,
5651,American Treats 24/7 - BP Hawthorns,american treats 24/7 - bp hawthorns,
5652,American Treats 24/7 - BP Moortown,american treats 24/7 - bp moortown,
5653,Wheatley Hill Tandoori,wheatley hill tandoori,
5654,Ruby,ruby,
5655,Eat Well Cafe,eat well cafe,
5656,American Treats 24/7 - BP St Chads,american treats 24/7 - bp st chads,
5657,Lucky and Joy,lucky and joy,
5658,Lucky Wok,lucky wok,
5659,Frangos,frangos,
5660,Lucky Tea 小确茶,lucky tea 小确茶,
5661,Frango's Chicken,frango's chicken,
5662,Sham Lounge,sham lounge,
5663,Armenian Taverna,armenian taverna,
5664,Meato,meato,
5665,Meatless Miyagi,meatless miyagi,
5666,Dumplings NOW,dumplings now,
5667,Roti,roti,
5668,Miami Chicken & Pizza,miami chicken & pizza,
5669,Frankie & Bennys,frankie & bennys,
5670,Meat59,meat59,
5671,Miah’s Indian,miah’s indian,
5672,Dumplings Sushi,dumplings sushi,
5673,What The Fish,what the fish,
5674,Wok On,wok on,
5675,Wok Off,wok off,
5676,Luella's & Lynchburger,luella's & lynchburger,
5677,Meat:Stack,meat:stack,
5678,What a Yoke,what a yoke,
5679,Eat n Go,eat n go,
5680,Armstrongs,armstrongs,
5681,Mewar Haveli,mewar haveli,
5682,Mevan Restaurant,mevan restaurant,
5683,Dosa World,dosa world,
5684,Annfield Tandoori,annfield tandoori,
5685,Lounge India,lounge india,
5686,Forest Tandoori - Chingford,forest tandoori - chingford,
5687,Shaxs Pizza Curry & Grill Bar,shaxs pizza curry & grill bar,
5688,Royal Peri Peri Chicken & Pizza,royal peri peri chicken & pizza,
5689,Angel Desserts,angel desserts,
5690,Annie's Burger Shack,annie's burger shack,
5691,Forest Tandoori,forest tandoori,
5692,Angel Fish Bar,angel fish bar,
5693,Lorenzo's Pizza,lorenzo's pizza,
5694,Angel Fried Chicken 天使炸鸡,angel fried chicken 天使炸鸡,
5695,Royal Peri Peri,royal peri peri,
5696,Wing Station,wing station,
5697,Shaw Fried Chicken,shaw fried chicken,
5698,Earthsea,earthsea,
5699,Forest Kebab House,forest kebab house,
5700,Annapurna Restaurant,annapurna restaurant,
5701,Foodster,foodster,
5702,Memories Of India,memories of india,
5703,Royal Indian,royal indian,
5704,Shaz,shaz,
5705,Eagle Fish and Chicken,eagle fish and chicken,
5706,Antalya Restaurant,antalya restaurant,
5707,Love Churros,love churros,
5708,Love Choco,love choco,
5709,Royal Rooster,royal rooster,
5710,Antalya Grill,antalya grill,
5711,Antalya,antalya,
5712,Wing Street - Ipswich West,wing street - ipswich west,
5713,Windmill,windmill,
5714,Shazmin's,shazmin's,
5715,Mehr's Massala,mehr's massala,
5716,Look! Oriental Supermarket,look! oriental supermarket,
5717,Royal Hot Pizza & Kebab,royal hot pizza & kebab,
5718,Foodscape,foodscape,
5719,Royal Pizza & Kebab,royal pizza & kebab,
5720,Annapurna,annapurna,
5721,Lorenzos,lorenzos,
5722,Fortitude Fitness,fortitude fitness,
5723,Royal Masala,royal masala,
5724,Wing Pop!,wing pop!,
5725,Wing Boss - Wings & Mac,wing boss - wings & mac,
5726,Anise,anise,
5727,Mellanoo Pizza,mellanoo pizza,
5728,Mella Pizza,mella pizza,
5729,Lotus Blossom,lotus blossom,
5730,Melange,melange,
5731,Shawarma Bros,shawarma bros,
5732,East & Tea,east & tea,
5733,Wing Kitchen,wing kitchen,
5734,Shawarma City,shawarma city,
5735,East Meets West,east meets west,
5736,East Ocean,east ocean,
5737,Angrid Thai Canteen,angrid thai canteen,
5738,Shawarma Fattoush,shawarma fattoush,
5739,Wing It,wing it,
5740,Wing Shack Co,wing shack co,
5741,Shawarma & More,shawarma & more,
5742,Angelo's Chippery,angelo's chippery,
5743,Forcello Mediterranean Kitchen,forcello mediterranean kitchen,
5744,Melton Pizza,melton pizza,
5745,Forest Hall Tandoori,forest hall tandoori,
5746,Melted,melted,
5747,East Asia,east asia,
5748,Royal Kebab & Pizza,royal kebab & pizza,
5749,Shawa,shawa,
5750,Angel Supermarket,angel supermarket,
5751,Louisiana Fried Chicken,louisiana fried chicken,
5752,Wing Sl*t,wing sl*t,
5753,Shawarma,shawarma,
5754,Melt Chocolates,melt chocolates,
5755,Los Pollos Hermanos,los pollos hermanos,
5756,Mels Cafe,mels cafe,
5757,Shawarma Shack,shawarma shack,
5758,Wineapp,wineapp,
5759,Foodilic,foodilic,
5760,Antep Turkish Cuisine,antep turkish cuisine,
5761,Four Seasons Cafe,four seasons cafe,
5762,Low and Slow Barbecue,low and slow barbecue,
5763,EAT LEBÖ,eat lebö,
5764,Eastern Star,eastern star,
5765,Fountain Hard Seltzer,fountain hard seltzer,
5766,Apna's Peri Peri and Pizza,apna's peri peri and pizza,
5767,EATKatsu,eatkatsu,
5768,Lower East Side 🍕 New York Style Pizza,lower east side 🍕 new york style pizza,
5769,Wingos,wingos,
5770,Anand Sweets,anand sweets,
5771,Royal China 皇朝,royal china 皇朝,
5772,Anarkali Restaurant,anarkali restaurant,
5773,Fosters Fish & Chips,fosters fish & chips,
5774,Anatolia Cafe,anatolia cafe,
5775,Anatolia Fish Bar,anatolia fish bar,
5776,Winging It,winging it,
5777,Megabites,megabites,
5778,Wild Ranch,wild ranch,
5779,Apollo Pizza,apollo pizza,
5780,Wings Chinese Restaurant,wings chinese restaurant,
5781,Royal Chicken,royal chicken,
5782,Wickid Chicken,wickid chicken,
5783,Apple Tree,apple tree,
5784,Wings Up,wings up,
5785,Mettricks,mettricks,
5786,Luciano Pizzeria,luciano pizzeria,
5787,Eastzeast,eastzeast,
5788,Easton Takeaway,easton takeaway,
5789,Appetito,appetito,
5790,Appetite London,appetite london,
5791,Metros Fried Chicken,metros fried chicken,
5792,Appertivo,appertivo,
5793,Royal Bubble Tea,royal bubble tea,
5794,Wings Factory,wings factory,
5795,Royal Cafe,royal cafe,
5796,Royal Tiger,royal tiger,
5797,Metro Italia,metro italia,
5798,Foodie,foodie,
5799,London Express Pizza,london express pizza,
5800,Royal Fisheries,royal fisheries,
5801,Merlie Fried Chicken,merlie fried chicken,
5802,Love Pizza,love pizza,
5803,Fortune Inn,fortune inn,
5804,Shapla Peri Peri,shapla peri peri,
5805,Sheldon Cafe,sheldon cafe,
5806,Love Munch Kitchen,love munch kitchen,
5807,Mermaid Fish & Chips Restaurant,mermaid fish & chips restaurant,
5808,Antonios Pizza,antonios pizza,
5809,Wilma's,wilma's,
5810,Wild West Grill,wild west grill,
5811,Love Koffee,love koffee,
5812,Eastern Diner,eastern diner,
5813,Eastern Delights,eastern delights,
5814,Meghna,meghna,
5815,Antipodea,antipodea,
5816,Wilton Patisserie,wilton patisserie,
5817,ELIA - Greek Yeeros House,elia - greek yeeros house,
5818,London Pizza Expert,london pizza expert,
5819,Anything Can Lah,anything can lah,
5820,Ancoats General Store,ancoats general store,
5821,Merstham Kebab House,merstham kebab house,
5822,Shant Restaurant,shant restaurant,
5823,London Fast Food,london fast food,
5824,Eastern Kebab House,eastern kebab house,
5825,Wild Wings,wild wings,
5826,Royal Chinese,royal chinese,
5827,Megan's at the Old Bell,megan's at the old bell,
5828,Apla Souvlaki,apla souvlaki,
5829,Megan's at the Post Office,megan's at the post office,
5830,London Fresco,london fresco,
5831,Royal Star Cafe,royal star cafe,
5832,Apadana,apadana,
5833,Love Toast,love toast,
5834,London Kebab House,london kebab house,
5835,London Kebabs,london kebabs,
5836,Love Thai,love thai,
5837,Shalamar,shalamar,
5838,Rossita Pizza,rossita pizza,
5839,Amera Rani,amera rani,
5840,El Paso,el paso,
5841,Flocafe Espresso Room,flocafe espresso room,
5842,McDonald's® - Riverside Retail Park,mcdonald's® - riverside retail park,
5843,Milligans,milligans,
5844,Flora Indica,flora indica,
5845,Wanna Burger,wanna burger,
5846,McDonald's® - Ruston Road,mcdonald's® - ruston road,
5847,Down The Hatch,down the hatch,
5848,Wanpo Tea Shop 萬波島嶼紅茶,wanpo tea shop 萬波島嶼紅茶,
5849,Wraptikka,wraptikka,
5850,Millies Cookies,millies cookies,
5851,Wanted Burgers,wanted burgers,
5852,El Murrino,el murrino,
5853,McDonald's® - School Road,mcdonald's® - school road,
5854,Downtown 21,downtown 21,
5855,Shika Shack,shika shack,
5856,Florida Fried Chicken,florida fried chicken,
5857,Wang's Chinese Takeaway,wang's chinese takeaway,
5858,Wulf & Lamb - Local Vegan Eatery,wulf & lamb - local vegan eatery,
5859,Ali's Balti House,ali's balti house,
5860,MM Fried Chicken,mm fried chicken,
5861,Shinobi Sushi,shinobi sushi,
5862,Doughbies Desserts,doughbies desserts,
5863,Flint St,flint st,
5864,El-Halal,el-halal,
5865,Doughbies Pizza,doughbies pizza,
5866,Shinde's Pure Veg,shinde's pure veg,
5867,McDonald's® - Queen Street,mcdonald's® - queen street,
5868,McDonald's® - Queensway,mcdonald's® - queensway,
5869,Flippin' Tasty,flippin' tasty,
5870,MOB (Ministry of Burgers),mob (ministry of burgers),
5871,Friends Takeaway,friends takeaway,
5872,MNGL-X by Best Mangal,mngl-x by best mangal,
5873,Shimla Pinks,shimla pinks,
5874,Roni's,roni's,
5875,Shimla Peppers,shimla peppers,
5876,Ryan's Indian Cuisine,ryan's indian cuisine,
5877,Warren's Bakery,warren's bakery,
5878,Ali Baba's,ali baba's,
5879,Millennium Fish Bar,millennium fish bar,
5880,Flying Burger Company,flying burger company,
5881,Millennium Pizza Bar,millennium pizza bar,
5882,Freshers Burgers & Shakes,freshers burgers & shakes,
5883,Millennium Pizza,millennium pizza,
5884,Freshers,freshers,
5885,Wrap N Roll,wrap n roll,
5886,Rooster's Grill,rooster's grill,
5887,Rustica,rustica,
5888,Millers Fish & Chips,millers fish & chips,
5889,Wrap It Up!,wrap it up!,
5890,Dragon,dragon,
5891,Shah's Fast Food,shah's fast food,
5892,Millennium Balti,millennium balti,
5893,Roosters Chicken,roosters chicken,
5894,Fresh and Tasty,fresh and tasty,
5895,Rustic,rustic,
5896,MFC Chicken,mfc chicken,
5897,Shagorika,shagorika,
5898,Shere Khan Express,shere khan express,
5899,Millennium Tandoori,millennium tandoori,
5900,Miller's Fish & Chips,miller's fish & chips,
5901,El Guaca,el guaca,
5902,Fricking Good Pizza,fricking good pizza,
5903,El Gringos,el gringos,
5904,Rooster Chicken,rooster chicken,
5905,Dozo Sushi,dozo sushi,
5906,Dr Donner,dr donner,
5907,Wraps and Wings,wraps and wings,
5908,Alis Spice Village,alis spice village,
5909,Dr Patty,dr patty,
5910,Rusty Bike Draught Beer,rusty bike draught beer,
5911,Rooster King,rooster king,
5912,Wraps & Rolls,wraps & rolls,
5913,MH Pizza,mh pizza,
5914,Rusto,rusto,
5915,Shinwari Dera,shinwari dera,
5916,Seven Stars,seven stars,
5917,Michigan Burger,michigan burger,
5918,Seoul Chicken,seoul chicken,
5919,Seoul Bird,seoul bird,
5920,YOLKO Breakfast Cafe,yolko breakfast cafe,
5921,Alcohol4U,alcohol4u,
5922,Double B's Bakehouse,double b's bakehouse,
5923,Ella Turkish Charcoal Grill,ella turkish charcoal grill,
5924,YO-31 Wood Fired Pizza Co,yo-31 wood fired pizza co,
5925,Flavors of India,flavors of india,
5926,Aldridge Chippy 2,aldridge chippy 2,
5927,Mac & Co,mac & co,
5928,Mac Junkies,mac junkies,
5929,YAYA,yaya,
5930,Seoul Fried Chicken - L6,seoul fried chicken - l6,
5931,Elite Pizza,elite pizza,
5932,Elite Peri Peri,elite peri peri,
5933,Flavour Factory,flavour factory,
5934,Mini Pot by Haidilao Hot Pot,mini pot by haidilao hot pot,
5935,Minoffles,minoffles,
5936,Roman Pizza Woodfired,roman pizza woodfired,
5937,MacDonners,macdonners,
5938,Flavas,flavas,
5939,Wagwan Chicken,wagwan chicken,
5940,Ya Hao,ya hao,
5941,Mint Leaf Indian,mint leaf indian,
5942,Wagyu Co.,wagyu co.,
5943,Mint Indian Takeaway,mint indian takeaway,
5944,Alcohol Lover,alcohol lover,
5945,Mint Dosa,mint dosa,
5946,YUZU Street Food,yuzu street food,
5947,YUN Bento 雲便當,yun bento 雲便當,
5948,Alcohol Party,alcohol party,
5949,Mint,mint,
5950,Fry Station,fry station,
5951,SHIN Japanese Kitchen & Bar,shin japanese kitchen & bar,
5952,Dot Bagels,dot bagels,
5953,MacLovin,maclovin,
5954,Mac 'n' Cheese,mac 'n' cheese,
5955,Elite Fish Bar,elite fish bar,
5956,Elachi Indian Restaurant,elachi indian restaurant,
5957,Flavourtown Bakery,flavourtown bakery,
5958,Xing Fu Tang,xing fu tang,
5959,Romero Original,romero original,
5960,Mineiro Cafe,mineiro cafe,
5961,Dough & Co Woodfired Pizza,dough & co woodfired pizza,
5962,Xin Long 鑫隆,xin long 鑫隆,
5963,Shiraz Pizza,shiraz pizza,
5964,Dough Bakehouse,dough bakehouse,
5965,Algeriano Grill,algeriano grill,
5966,Alexanders Deli,alexanders deli,
5967,Mina Restaurant,mina restaurant,
5968,Alhaji SUYA,alhaji suya,
5969,Seven Seas,seven seas,
5970,Friesday Belgian Fries,friesday belgian fries,
5971,Elaichi,elaichi,
5972,Ali Baba Kebab House,ali baba kebab house,
